file,true_label,pred_prob,pred_label
feature_541.npy,0,4.638220048036601e-07,0
feature_542.npy,0,4.150025176841155e-07,0
feature_543.npy,0,3.242135448999761e-07,0
feature_544.npy,0,2.598524702079885e-07,0
feature_545.npy,0,4.466913878786727e-07,0
feature_546.npy,0,2.3973473162186565e-07,0
feature_547.npy,0,3.79230755243043e-07,0
feature_548.npy,0,3.154906096369814e-07,0
feature_549.npy,0,3.541934461281926e-07,0
feature_550.npy,0,3.2235323033091845e-07,0
feature_551.npy,0,4.729498641609098e-07,0
feature_552.npy,0,2.302305546209027e-07,0
feature_553.npy,0,2.9172670679145085e-07,0
feature_554.npy,0,3.992402355379454e-07,0
feature_555.npy,0,3.0057805133765214e-07,0
feature_556.npy,0,4.584821340358758e-07,0
feature_557.npy,0,2.8257341000426095e-07,0
feature_558.npy,0,2.529540381601692e-07,0
feature_559.npy,0,3.517883726544824e-07,0
feature_560.npy,0,3.974425908381818e-07,0
feature_561.npy,0,3.289632388714381e-07,0
feature_562.npy,0,4.070039949510829e-07,0
feature_563.npy,0,3.520451627991861e-07,0
feature_564.npy,0,2.74054173132754e-07,0
feature_565.npy,0,2.943200456684281e-07,0
feature_566.npy,0,2.51934181960678e-07,0
feature_567.npy,0,3.986368142250285e-07,0
feature_568.npy,0,3.731443882770691e-07,0
feature_569.npy,0,3.137938620056957e-07,0
feature_570.npy,0,3.20720289437304e-07,0
feature_571.npy,0,2.853387854884204e-07,0
feature_572.npy,0,5.928961854806403e-07,1
feature_573.npy,0,4.163765368048189e-07,0
feature_574.npy,0,3.672057573567145e-07,0
feature_575.npy,0,3.450279848493665e-07,0
feature_576.npy,0,5.061416459284374e-07,0
feature_577.npy,0,3.165079647260427e-07,0
feature_578.npy,0,2.4500934614479775e-07,0
feature_579.npy,0,4.1494652691653766e-07,0
feature_580.npy,0,3.284198442088382e-07,0
feature_581.npy,0,3.124589511571685e-07,0
feature_582.npy,0,3.043273295588733e-07,0
feature_583.npy,0,3.8696006754435086e-07,0
feature_584.npy,0,2.2828507439953682e-07,0
feature_585.npy,0,2.071466553843493e-07,0
feature_586.npy,0,3.635347809449741e-07,0
feature_587.npy,0,3.03130292422793e-07,0
feature_588.npy,0,5.051409743828117e-07,0
feature_589.npy,0,5.10370568918006e-07,0
feature_590.npy,0,5.404195917435572e-07,1
feature_591.npy,0,2.280245183783336e-07,0
feature_592.npy,0,3.838121074295487e-07,0
feature_593.npy,0,4.355102305453329e-07,0
feature_594.npy,0,4.086628564436978e-07,0
feature_595.npy,0,3.016775735886768e-07,0
feature_596.npy,0,2.832103405125963e-07,0
feature_597.npy,0,3.642678905180219e-07,0
feature_598.npy,0,3.9098063098208513e-07,0
feature_599.npy,0,3.102531991316937e-07,0
feature_600.npy,0,4.875136028203997e-07,0
feature_601.npy,0,4.293488871098816e-07,0
feature_602.npy,0,3.155813601551927e-07,0
feature_603.npy,0,3.019231940015743e-07,0
feature_604.npy,0,3.079282464568678e-07,0
feature_605.npy,0,4.328964564592752e-07,0
feature_606.npy,0,3.398722299152724e-07,0
feature_607.npy,0,4.77461981063243e-07,0
feature_608.npy,0,3.175945550992765e-07,0
